,Small-Low,Small-High,Big-Low,Big-High,Market,Rf
201102,5.1047,5.6043,2.5012,4.5472,3.5,0.01
201103,3.3477,1.4611,0.1939,-1.5739,0.47,0.01
201104,3.2935,1.0561,3.7506,1.1332,2.9,0
201105,-1.4039,-3.1974,-0.5623,-3,-1.27,0
201106,-1.7945,-1.8913,-1.4636,-2.2103,-1.75,0
201107,-4.5439,-3.0352,-0.7561,-4.059,-2.35,0
201108,-9.3769,-9.7399,-3.9976,-8.3585,-5.98,0.01
201109,-11.1092,-10.8019,-6.3705,-10.1269,-7.59,0
201110,15.6782,13.1351,9.8325,12.5813,11.35,0
201111,-1.8363,-0.1686,-0.0524,-2.6363,-0.28,0
201112,-0.5702,1.1746,-0.1342,1.38,0.74,0
201201,8.2691,5.8503,5.4881,5.9724,5.05,0
201202,3.4368,2.9373,4.63,5.9852,4.42,0
201203,2.4245,3.0831,3.696,5.3242,3.11,0
201204,-1.4451,-0.9131,-0.4648,-2.5525,-0.85,0
201205,-6.5422,-6.2397,-5.4838,-7.9175,-6.18,0.01
201206,5.7104,4.7887,2.9353,5.0942,3.89,0
201207,-3.3857,-1.7068,1.2935,-0.4303,0.79,0
201208,3.2884,3.7404,2.3725,4.5117,2.56,0.01
201209,3.2688,4.1139,1.9087,4.2734,2.74,0.01
201210,-4.043,-0.8733,-2.4805,1.5199,-1.75,0.01
201211,1.0919,0.8674,1.1244,-0.3317,0.79,0.01
201212,2.6308,4.4199,-0.1907,5.0406,1.19,0.01
201301,6.8825,5.8106,4.4787,7.469,5.57,0
201302,1.0361,1.3242,1.3647,1.3,1.29,0
201303,5.1794,4.5439,3.7607,4.0252,4.03,0
201304,-0.7799,-0.1701,1.8584,2.1417,1.55,0
201305,5.0181,5.199,1.9508,7.0326,2.8,0
201306,-0.2285,-0.1188,-1.7702,-1.8251,-1.2,0
201307,7.38,7.8817,5.6309,6.2744,5.65,0
201308,-1.0563,-3.8395,-1.7433,-4.3434,-2.71,0
201309,6.3876,5.6102,4.0527,2.3976,3.77,0
201310,1.0547,3.946,4.1757,3.7778,4.18,0
201311,5.2474,4.5237,3.2912,4.657,3.13,0
201312,1.8901,1.8888,2.1376,2.0897,2.81,0
201401,-0.1005,-3.6886,-3.3492,-3.8951,-3.32,0
201402,4.0185,5.1966,5.0204,3.2149,4.65,0
201403,-3.4318,1.3785,-0.5888,4.4634,0.43,0
201404,-6.3726,-2.74,0.3706,-0.9228,-0.19,0
201405,-0.6871,0.0861,2.459,1.4194,2.06,0
201406,7.1987,4.4407,1.643,3.0089,2.61,0
201407,-6.3824,-5.4594,-1.4006,-2.2657,-2.04,0
201408,5.0712,4.5295,4.7978,4.438,4.24,0
201409,-4.7302,-6.439,-0.9312,-1.9052,-1.97,0
201410,7.5086,5.2151,2.8233,1.499,2.52,0
201411,1.7865,-1.0665,3.7087,0.3802,2.55,0
201412,2.0778,3.2662,-1.3474,2.0002,-0.06,0
201501,-2.8575,-5.1879,-1.5607,-6.3993,-3.11,0
201502,7.6759,5.0056,6.4876,5.4379,6.13,0
201503,2.0451,1.1345,-1.3767,-1.2115,-1.12,0
201504,-3.2024,-0.7281,0.3415,1.5106,0.59,0
201505,2.8938,0.881,1.2186,0.9607,1.36,0
201506,2.7223,0.6035,-1.8323,-1.2916,-1.53,0
201507,-0.2299,-5.6037,2.9657,0.08,1.54,0
201508,-9.3032,-3.3404,-6.1721,-6.588,-6.04,0
201509,-7.8251,-4.7172,-2.2242,-4.2145,-3.07,0
201510,5.0061,5.7017,8.0276,6.4103,7.75,0
201511,5.6571,3.6571,0.5054,1.6709,0.56,0
201512,-3.8734,-6.8243,-1.306,-3.573,-2.16,0.01
201601,-14.1147,-6.9269,-5.1637,-8.1763,-5.76,0.01
201602,-0.7099,0.378,0.0215,-2.2142,-0.05,0.02
201603,7.7058,8.4662,6.576,8.2047,6.98,0.02
201604,2.6434,3.8478,-0.6295,4.7317,0.92,0.01
201605,2.329,0.5247,2.1877,0.6654,1.79,0.01
201606,0.2961,-0.0412,0.0131,-2.6015,-0.03,0.02
201607,7.0391,5.674,4.951,3.6762,3.97,0.02
201608,1.3009,3.2507,-0.5452,3.8652,0.51,0.02
201609,3.2742,1.6892,0.4472,-0.4406,0.27,0.02
201610,-8.1473,-3.0228,-1.9605,1.0938,-2,0.02
201611,9.14,14.9658,1.943,12.5388,4.87,0.01
201612,-0.4427,4.4845,1.3517,3.4784,1.85,0.03
201701,1.9775,-0.7168,3.221,0.4064,1.98,0.04
201702,3.3431,0.2891,4.2757,3.9975,3.61,0.04
201703,2.3122,-0.6854,1.1103,-2.5873,0.2,0.03
201704,1.9398,0.6314,2.0535,-0.8974,1.14,0.05
201705,-0.8419,-3.8611,2.8958,-1.6445,1.12,0.06
201706,4.8044,3.4308,-0.1294,4.2068,0.84,0.06
201707,0.7577,0.4835,2.4747,2.1367,1.94,0.07
201708,-0.6132,-2.3451,1.2816,-1.1635,0.25,0.09
201709,5.4339,8.3452,1.3508,4.7097,2.6,0.09
201710,0.3608,1.0223,3.1204,2.862,2.34,0.09
201711,2.7002,2.7467,3.3219,3.2153,3.2,0.08
201712,0.8682,0.0149,0.9774,1.9459,1.15,0.09
201801,3.1384,1.8311,6.4964,5.2253,5.69,0.12
201802,-3.0809,-3.7185,-2.5676,-4.0181,-3.54,0.11
201803,1.3872,1.9283,-2.3567,-3.3156,-2.24,0.11
201804,1.2051,2.3998,0.6215,0.5007,0.42,0.14
201805,8.0065,5.7014,3.8065,-0.2962,2.79,0.14
201806,2.8798,0.605,1.0986,-1.2985,0.62,0.14
201807,1.4069,1.0674,3.3445,4.6186,3.35,0.16
201808,5.7312,2.3584,5.3229,0.8061,3.6,0.16
201809,-1.745,-2.8136,0.6155,-1.7224,0.21,0.15
201810,-13.326,-9.23,-8.2352,-5.528,-7.49,0.19
201811,1.0429,0.843,1.4647,2.2556,1.87,0.18
201812,-12.1073,-12.6292,-8.4193,-11.5847,-9.37,0.2
201901,12.898,11.0416,8.2064,9.1348,8.61,0.21
201902,6.4494,3.6335,3.7318,1.2013,3.58,0.18
201903,-0.6693,-4.3414,2.7699,-1.8982,1.29,0.19
201904,2.3065,3.2851,4.0073,7.3301,4.18,0.21
201905,-7.1289,-9.942,-6.3698,-8.2928,-6.73,0.21
201906,8.259,6.4698,7.0754,7.4528,7.11,0.18
201907,-0.7976,-0.621,1.8103,2.5952,1.38,0.19
201908,-4.1984,-8.0669,-1.0204,-6.7096,-2.42,0.16
201909,-2.4907,5.5525,0.3214,5.7834,1.61,0.18
201910,4.4627,0.6591,2.6102,2.5924,2.22,0.16
201911,6.1075,3.5075,4.3949,2.9569,3.99,0.12
201912,2.7577,4.7567,2.757,4.2651,2.91,0.14
202001,-1.8502,-8.2098,1.6837,-4.4505,0.02,0.13
202002,-6.1507,-9.9821,-7.0477,-10.8278,-8.01,0.12
202003,-18.6226,-28.1282,-8.9985,-27.2267,-13.26,0.13
202004,18.3099,15.6298,14.3817,14.3994,13.65,0
202005,11.2651,4.2357,6.058,3.329,5.59,0.01
202006,5.446,3.5082,3.5334,1.0651,2.47,0.01
202007,1.8239,2.6398,7.2846,3.6557,5.78,0.01
202008,7.1723,5.364,9.4568,5.3281,7.64,0.01
202009,-0.5582,-5.8567,-4.1638,-4.2792,-3.62,0.01
202010,0.6958,6.2713,-2.8696,0.0648,-2.09,0.01
202011,23.143,19.5801,10.4738,18.2128,12.48,0.01
202012,12.7199,8.3908,4.4523,5.7596,4.64,0.01
202101,5.8871,10.6155,-0.5979,0.6935,-0.02,0.01
202102,5.848,9.3267,0.3563,11.1704,2.78,0
202103,-2.7043,7.1684,2.3154,7.23,3.08,0
202104,2.563,1.262,6.0793,5.484,4.93,0
202105,-1.6461,6.048,-1,5.4886,0.29,0
202106,5.5321,-1.3894,4.8194,-3.9974,2.75,0
202107,-5.5669,-3.7119,3.1122,-2.3,1.27,0
202108,2.4939,2.734,3.5727,3.0371,2.91,0
202109,-4.4684,0.5032,-5.449,-0.2526,-4.37,0
202110,2.9734,3.7682,8.0178,6.2388,6.65,0
202111,-7.0132,-3.8005,-0.3202,-4.4293,-1.55,0
202112,-0.0285,4.4087,2.5978,4.6821,3.11,0.01
202201,-13.3275,-1.0049,-7.9548,5.2226,-6.25,0
202202,-0.0313,2.2397,-3.559,0.3395,-2.29,0
202203,1.7907,0.558,4.3282,1.9377,3.06,0.01
202204,-13.5306,-5.5778,-10.5957,-6.2179,-9.45,0.01
202205,-4.3725,4.1366,-2.6268,5.6393,-0.31,0.03
202206,-4.3114,-11.2091,-7.2574,-12.2993,-8.37,0.06
202207,13.4327,8.7729,11.4394,7.9956,9.65,0.08
202208,0.2894,-2.262,-4.7149,-1.5765,-3.58,0.19
202209,-9.3432,-9.7753,-9.1189,-8.5881,-9.16,0.19
202210,7.279,13.7999,5.4711,14.965,8.06,0.23
202211,-0.5107,2.5274,5.1241,4.838,4.89,0.29
202212,-5.91,-5.3959,-7.1702,-4.9538,-6.08,0.33
202301,13.897,8.1936,7.4992,5.1759,7,0.35
202302,-2.4126,-1.7028,-1.3885,-3.7135,-2.24,0.34
202303,-3.4709,-9.1162,6.7317,-5.3232,2.87,0.36
202304,-1.2652,-2.5277,1.0381,2.2148,0.96,0.35
202305,0.8681,-4.2857,3.9763,-6.3029,0.71,0.36
202306,7.5959,8.0918,7.1436,6.1311,6.86,0.4
202307,5.133,9.2635,2.9021,6.9958,3.66,0.45
202308,-7.8268,-5.3284,-0.8988,-5.5092,-1.94,0.45
202309,-6.8099,-6.0808,-5.4008,-3.0848,-4.81,0.43
202310,-9.1193,-6.2075,-1.796,-4.3317,-2.72,0.47
202311,9.8575,10.4839,9.5666,12.2209,9.28,0.44
202312,12.3066,15.3929,4.2271,10.9983,5.3,0.43
202401,-4.1393,-5.1547,1.7398,-1.9996,1.18,0.47
202402,6.5183,2.3237,5.5714,2.8054,5.48,0.42
